name,address,Phone,price_range_from,price_range_to,cuisines,rating,review_count,excellent_count,very_good_count,average_count,poor_count,terrible_count
Foo - Asian Tapas,"1st Floor, Festival Square, High Street Phoenix, Lower Parel, Mumbai 400013 India",+91 86574 07773,,,"Asian, Chinese, Japanese, Sushi, Thai",4.5,16,10,6,0,0,0
Foo Town,"Nagin Mahal, 82, Veer Nariman Road, Churchgate, Mumbai, Mumbai 400020 India",+91 99201 33488,500,1500,"Chinese, Japanese, Sushi, Asian",4.5,12,9,2,1,0,0
Food Adda,"Chandavarkar Road Shop No.7, Vraj Deep Apartment, Borivali West, Mumbai 400092 India",+91 77383 15777,,,"Pizza, Fast food",4,17,6,10,0,1,0
Food Adda,"A6, Ramdas Swamy Marg, Near Heena Mansion, Airoli, Mumbai 400708 India",+91 96190 00398,,,Pizza,4.5,11,5,6,0,0,0
Food Addaa,"A-6, Shivparvati Chs Airoli, Near Ganpati Bappa Chowk, Mumbai 400708 India",+91 77383 20111,,,"Chinese, Thai",4.5,4,1,3,0,0,0
Food And Taste Theory (FAT Theory),"LBS Road S-25, Second Floor, Phoenix Marketcity, Kurla West, Mumbai 400070 India",+91 98333 28328,,,"Indian, Fast food, Asian",4.5,34,15,17,2,0,0
Food Arcade Chaat,"Building No. 591, Amrut Dhara Height, Jame Jamshed Road, Near Kapol Niwas, Matunga, Mumbai 400019 India",+91 22 2410 0861,,,,4.5,9,6,3,0,0,0
Food First,"3rd Floor S V Road DLH Park, Near MTNL Office, Mumbai 400062 India",+91 22 2876 2222,250,1000,"Indian, Asian",3.5,42,10,19,8,1,4
Food For Thought,"Kitab Khana, Somaiya Bhavan, 45/47 Mahatma Gandhi Road Flora Fountain, Fort, Mumbai 400001 India",+91 22 2284 4242,,,,4,44,18,20,3,0,2
Food Inn,"Sbs Road Sbs Road Opposite Police Station, Mumbai 400001 India",+91 22 2631 9114,,,Indian,4,112,29,45,13,5,1
Food Inn,"Lokhandwala Complex Andheri West, Mumbai 400053 India",22872881,,,"Indian, Middle Eastern, Persian",4,16,6,6,2,1,1
Food Plaza,"8/32 Grants Building Hna Azmi Marg Near Radio Club, Grants Building, Colaba Po, Mumbai 400005 India",+91 22 2283 4316,,,,4.5,13,7,5,0,0,0
Food Plaza,"Arthur Bunder Road, Mumbai 400005 India",,,,"Indian, Asian",4,11,3,4,2,0,0
Foodgasm,"Shop no 3, Diamond House, Mumbai 400050 India",+91 91520 94561,251,750,"Fusion, Healthy",4.5,31,15,15,0,0,1
Foodhall,"Plot No.106, Linking Road, Mumbai 400054 India",+91 22 2606 5360,,,"Italian, Cafe, Deli",4,7,2,2,2,0,0
Foodland Bar,"Jagruti Apartment, Sainath Road, Malad West Jagruthi Society, Malad West, Mumbai 400064 India",+91 22 2888 5888,,,Indian,4,14,4,7,1,1,1
Fort 001,"33 Janmabhoomi Marg Kala Ghoda, Fort, Mumbai 400001 India",+91 22 3395 1711,,,"Italian, Indian, Thai, Fusion, Burmese, Asian",3.5,18,1,9,7,0,1
Fountain Inn,"7 Nanabhai Lane Fort, Fountain Area, Mumbai 400001 India",+91 22 2283 4167,,,"Indian, Seafood, Chinese, Asian",4.5,31,14,16,1,0,0
Fountain Inn Restaurant,"77/A, Halima Building, Nanabhai Lane Near American Express Bank, Fort, Mumbai 400012 India",+91 22 2283 4167,,,Seafood,4.5,6,1,4,0,0,0
Fountain Restaurant,"Fort, Mumbai 400012 India",,371,742,,4,11,4,5,2,0,0
Fountain Sizzlers,"57, MG Road Opposite HSBC Bank, Bank Street, Fort, Mumbai 400023 India",+91 22 2267 5315,,,Chinese,4.5,24,9,12,3,0,0
Fountain Sizzlers,"59 MG Road Opposite HSBC Bank, Flora Fountain, Fort, Mumbai 400012 India",+91 22 4064 7777,,,"Barbecue, Asian",4,69,24,26,12,3,3
Four Seasons Hotel,"114 Dr E Moses Road Worli, Mumbai 400008 India",(617) 338-4400,,,"Indian, Mediterranean",4.5,110,55,37,3,2,2
Francesco's Pizzeria,"Shop No. 9, High Street Phoenix Mall, Skyzone Courtyard, Lower Parel West, Mumbai 400013 India",+91 22 6743 7000,200,800,"Italian, Pizza, European",4,29,8,18,2,0,1
Francesco's Pizzeria,"5, Chinoy Mansion, Warden Road Kemps Corner, Opposite St. Stephens Church, Mumbai 400026 India",+91 22 6752 7000,,,"Italian, Pizza",4,30,5,20,3,1,0
Frangipani,"Opposite Air India Building, Nariman Point Trident Nariman Point, Mumbai 400021 India",+91 95829 44202,,,"Italian, Indian",4,337,167,91,32,10,14
Fratelli Fresh,"2 Aarey Powai Road Powai, Mumbai 400087 India",+91 22 6692 7540,,,,4.5,530,384,88,24,9,5
Fratelli Fresh,"2 & 3b Near Chinmayanand Ashram Renaissance Mumbai Convention Centre Hotel, Mumbai 400087 India",+91 22 6692 7777,,,"Italian, European",4,19,9,5,4,0,1
Fredericks Lounge,"287 Dadasaheb Karkhanis Road ITC Grand Central, Mumbai 400064 India",+91 22 3015 1104,,,,4.5,15,9,5,1,0,0
Fresh Catch,"Lt Kotnis Marg Lt Kotnis Marg Off Lady Jamshedji Road, Near Mahim Fire Brigade, Mahim, Mumbai 400016 India",+91 22 2444 8942,,,"Indian, Seafood",4.5,55,25,26,3,0,1
Friends Union Joshi Club,"Building No. 381, 1st Floor, A Wing, Narottamwadi Wadi Society, Kalbadevi Road, Kalbadevi, Mumbai 400002 India",+91 22 2205 8089,,,Indian,4,29,8,18,0,0,3
Frisbees,"Chimbai Road Shop 6, A39, Labaik House, Near St. Andrews Church, Carter Road, Mumbai 400050 India",+91 22 6532 6111,,,Fast food,4.5,18,8,7,3,0,0
Frisbees,"Marol Maroshi Road Shop 33, Ground Floor, C Wing, Zenith Co-Operative Housing Society Ltd, Bhawani Nagar, Mumbai 400059 India",+91 90044 71737,,,"Cafe, Fusion",4.5,6,3,2,1,0,0
Frisbees,"37, Andheri Shiv Shakti CHS, Municipal School Road, Near DN Nagar Metro Station, Indira Nagar, Andheri West Near DN Nagar Metro Station, Near Municipal School Road, Andheri West, Mumbai 400053 India",+91 22 6532 4111,,,"Fast food, Pizza",4,19,7,10,1,1,0
Frisbees,"Sab TV Road Shop 5, Rendezvous Building, Shastri Nagar, Andheri Lokhandwala, Andheri West, Mumbai 400102 India",+91 22 3969 8111,,,Barbecue,4,8,3,4,0,1,0
Frozen Bottle,"Lokhandwala Complex Road Shop No 13, Greenfields CHS Ltd Plot No 33, Andheri West, Mumbai 400053 India",+91 22 6699 9626,,,Cafe,4,16,7,5,2,0,2
Fuel Pump Resto Bar,"Inorbit Junction, Malad West Opposite Sabkuch Restaurant, Mumbai 400062 India",+91 22 3015 1511,,,"Chinese, Asian",4,17,1,10,4,0,0
Fullfills,"Opp Kamala Mills Main Gate, Senapati Bapat Marg, Next to Jai Hind Hotel., Mumbai 400013 India",+91 91362 85535,,,,5,3,3,0,0,0,0
Fun Republic Social,"Fun Republic, Level 3, Plot No 844/4, Shah Indusrial Estate, Opp New Link Road, Andheri, Mumbai 400053 India",+91 22 6022 6044,,,"Bar, International, Pub",4,52,12,31,7,1,1
Fusion Lounge,"Marve Road Malad Below Sunshine Daignotic Lab, Mumbai 400064 India",+91 98920 58742,,,,5,5,4,1,0,0,0
Gabbar's Grill & Fry,"Shop No. 2A Vaibhav Palace New Link Road Opposite Mega Mall, Mumbai 400102 India",+91 88284 22227,,,"Chinese, Indian",4.5,6,3,2,1,0,0
Gables,"Apollo Bandar Road Opposite Shiv Mandir, Colaba, Mumbai 400005 India",+91 92242 69773,223,519,"Indian, European",4,18,7,6,3,1,1
Gadda Da Vida,"Balraj Sahani Road Novotel, Mumbai 400049 India",+91 22 6693 4444,,,Bar,4,220,90,95,21,5,7
Gajalee,"Hanuman Road Kadamgiri Complex, Mumbai 400057 India",+91 22 3375 6175,,,,4.5,362,185,121,35,9,8
Gajalee,"Phoenix Mill Compound, Unit No. 2, Block 3 ABC, Senapati Bapat Marg, Lower Parel Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",+91 22 2495 0667,,,"Indian, Seafood",4.5,203,92,82,20,6,2
Gajalee,"1st Floor Vl Mehta Marg Near Amitabh Bachchan Bungalow, Juhu, Mumbai 400049 India",+91 22 2610 7040,,,"Indian, Seafood",4,106,43,39,7,7,6
Gajalee,"Lower Parel, Mumbai 400013 India",+91 22 2616 6470,,,"Indian, Seafood",4,80,31,28,14,4,2
Gajalee,"24, Akshay Villa, Seven Bungalow, Off JP Road, 7 Bungalows, Andheri West, Mumbai 400053 India",+91 22 2634 1614,,,"Indian, Seafood",4,31,14,12,3,1,1
Gajalee,"E/3, Udyog Sadan 2, MIDC, Andheri East, Mumbai 400093 India",+91 22 2822 7272,,,"Seafood, Asian",4,244,87,103,35,5,6
Gallery Caf�,"X-22, MIDC Central Road, Andheri East, Mumbai, Maharashtra, 400 093, India, Mumbai 400093 India",+91 22 5005 0130,,,,5,94,82,10,1,0,0
Gallops,"Mahalakshmi Race Course Dr E Moses Marg, Mumbai 400026 India",+91 22 2084 2534,800,1200,"Indian, International",4.5,270,112,129,17,5,4
Ganesh Snack Juice Corner,"3, B Wing, E3, Highway Park CHS, Near HDFC ATM, Kandivali East, Mumbai 400101 India",+91 22 2854 8699,,,,4.5,8,6,1,0,0,1
Ganga Restaurant,"Central Road Tunga Paradise, M I D C Plots, Andheri East, Mumbai 400093 India",28217272,,,Fast food,4,13,4,7,0,2,0
Ganga Veg Restaurant,"P 16, MIDC Central Road Andheri East, Mumbai 400093 India",+91 22 6789 8900,,,Chinese,4.5,4,2,2,0,0,0
Garage Inc. Colaba,"15 Walton Road, Mumbai 400005 India",+91 97028 21547,,,,4.5,63,36,19,3,2,2
Garden Court,"Mallappa Hill J P Road Near Sports Complex, Mumbai 400093 India",26770318,,,Indian,4.5,46,20,21,3,1,0
Garden Court Restaurant,"167 Malad Marve Road Near New Orlem Church, Opposite HDFC Bank, Malad West, Mumbai 400064 India",+91 22 3015 1427,,,"Indian, Chinese, Seafood, Asian",4.5,43,14,26,3,0,0
Garden Court Restaurant,"Junction of JP Road and Veera Desai Road, 7 Bungalows, Andheri West Azad Nagar Metro Station, Mumbai 400058 India",+91 80808 09193,,,Indian,4,14,4,6,4,0,0
Garnish,"5 Shri Ram Bhavan Flank Road Shriram Bhavan, Opposite Arora Cinema, Matunga, Mumbai 400019 India",+91 22 2402 2200,,,"Indian, Italian, Mexican, Chinese, Fast food, Asian",4,14,5,5,3,1,0
Garnish Restaurant & Bar,"Vs Marg VS Marg, Prabhadevi, Near Siddhivinayak Temple, Mumbai 400025 India",+91 22 2432 2137,,,"Indian, Asian, Chinese",3.5,17,1,10,6,0,0
Gateway,"17 New Link Road Oshiwara, Beside Raigad Military School, Jogeshwari West, Mumbai 400102 India",+91 22 2631 2530,,,"Indian, Pizza, Fast food",4.5,6,3,2,0,0,0
"Gateway Taproom, BKC","Godrej BKC Building, Ground Floor, Unit no. 3, G Block, Bandra Kurla Complex, Mumbai 400051 India",+91 81045 90734,700,1200,"Bar, Brew Pub, European, Pub",4.5,86,58,18,6,2,2
Gaylord,"Mayfair Building, VN Road, Churchgate, Mumbai 400020 India",+91 22 2204 4693,,,"Indian, International",4,589,199,246,67,23,17
Gaylord Restaurant (Breads & More),"Malad Link Road, Mumbai 400064 India",+91 22 2631 8102,,,Indian,4.5,74,27,34,6,1,0
Geeta Bhavan,"Geeta Bhavan Mds Marg Central Avenue Road Near Ambedkar Garden Circle, Chembur, Mumbai 400071 India",+91 22 2527 8948,,,"Indian, Fast food, Asian",4,76,25,34,14,3,0
Geeta Bhavan,"198 Geeta Bhavan Princess Street Sg Marg Near Metro Big Cinema, Marine Lines, Mumbai 400002 India",+91 22 2201 3142,,,"Indian, Fast food",4,16,3,8,4,1,0
Gelato Italiano,"Sterling Cinema Ground Floor Head Office Adi Murzban Road, Near Deutsche Bank, Mumbai 400001 India",+91 22 6610 1218,,,Fast food,4.5,4,1,3,0,0,0
Genuine Broaster Chicken,"JP Road Andheri Tirupati CHS Limited, Mumbai 400061 India",+91 22 2639 9964,149,599,"Fusion, Chinese, American, Indian",4,30,9,13,6,2,0
Genuine Broaster Chicken,"Ankleshwar ONGC Society Shop 3, Near Lilavati Hospital, Mumbai 400050 India",+91 22 3395 6082,,,,4,13,4,5,3,1,0
Geoffrey's,"29 Marine Drive Road Hotel Marine Plaza, Churchgate, Mumbai 400020 India",+91 22 2285 1212,,,,4,73,34,21,10,2,4
Ghasitaram Halwai,"5 - 7 Pannalal Terrace Lamington Road Grant Road, Opposite Minerva Theatre, Mumbai 400007 India",+91 22 2307 0222,,,"Chinese, Cafe",4.5,7,2,5,0,0,0
Ghasitaram Karachiwala Mithai Parlour,"192 Kalbadevi Road Kalbadevi, Mumbai 400002 India",22413410,,,Thai,4.5,9,5,4,0,0,0
Ghef�s Premium Takeaway,"143 - 142 Waterfield Road, Mumbai 400050 India",+91 90825 57727,,,"Italian, American, Cafe, Thai, Diner, Mexican",4.5,14,9,4,0,1,0
Gianis Ice cream,"12 Eastern Court, Parleshwar Road, Vile Parle East, Mumbai 400057 India",,,,,4,5,4,0,0,0,1
Girgaon Katta,"1st Floor Shobhana Apts Chandavarkar Road Next to Ghanta Panwala, Mumbai 400092 India",+91 22 6515 2273,,,Indian,4,53,17,28,8,0,0
Glass House,"Sahar Airport Road Grand Hyatt Regency Mumbai, Andheri East, Mumbai 400069 India",66961234,,,"Indian, Asian",4,48,14,23,4,2,3
Glasshouse,"Hyatt Regency Hotel Sahar Airport Road, Mumbai 400099 India",+91 98209 18316,,,"Indian, Asian",4.5,101,66,23,4,3,1
Global Affair,"Link Road Shop 4, A - Ahcl Homes, Mumbai 400092 India",+91 22 3015 1037,,,"Italian, Indian",4,40,13,19,6,0,2
Global Buffet,"SAB TV Road, Off Link Road, Andheri Lokhandwala, Andheri West Svenska Design Hotel, Mumbai 400102 India",+91 22 4431 0000,,,"Indian, Chinese, Japanese, Pizza",4.5,67,45,18,1,0,2
Global Chaos,"Mistry Mansion, MG Road, Fort Opp. Mumbai University, Mumbai 400032 India",+91 22 3371 6002,,,,4,8,2,4,2,0,0
Global Desi Tadkaa,"Growel's 101 Mall, 2nd Floor, Akurli Road Off Western Express Highway, Kandivali East, Mumbai 400101 India",+91 22 6708 3422,,,"Indian, Asian",4,29,5,17,4,3,0
Global Fusion,"312b Atria Mall 3rd Floor Dr Annie Besant Road Worli, Mumbai 400018 India",+91 22 3395 6121,,,"Chinese, Sushi, Fusion, Indian, Asian, Japanese",4.5,43,25,10,5,1,2
Global Fusion,"Mukkti Cultural Hub, Model Town Road Near Kokilaben Hospital, Mumbai 400047 India",+91 22 2603 1000,,,"Chinese, Indian, Sushi, Asian",4.5,36,17,14,3,1,1
Global Fusion Restaurant,"Link Square Mall 3rd Floor Linking Road, Mumbai 400064 India",+91 22 4263 3000,,,,4.5,818,345,354,81,14,10
"Global Fusion, Saki Naka, Mumbai","Times Square Mall, Next to Mahesh Lunch Home Next to Mahesh Lunch Home, Mumbai 400059 India",+91 98705 22365,,,,4,673,246,327,70,11,7
Global Quarters,"Ground Floor Kailash Business Park, Mumbai 400079 India",+91 22 2517 7788,,,"Indian, Bar, Pub",4.5,15,8,4,3,0,0
Global Rasoi,"Destination Building 3rd Floor G M Road Near Shoppers Stop, Chembur, Mumbai, Mumbai 400089 India",+91 22 3015 1750,,,Chinese,4,8,1,5,2,0,0
Glocal Junction,"Dr. Annie Besant Road Ground Floor, Nehru Centre, Opposite Nehru Planitorium, Mumbai 400018 India",+91 75066 75464,1000,1500,"Indian, European, Contemporary, Street Food, Bar",4,84,23,40,13,2,6
Glocal Junction,"New Link Road Ground & First Floor, Morya Bluemoon Building, Plot B-57, Mumbai 400053 India",+91 98333 54484,,,"Indian, Bar, Pub",4,107,33,56,14,3,1
Go Biryan,"311, Snehanjali CHS Near Samartha Aishwarya, Aadarsh Nagar/Lokhandwala Complex, Mumbai 400053 India",+91 22 6534 8844,,,,4.5,17,7,9,0,1,0
Go Panda,"7 Grenville Building Shop No, Mumbai 400053 India",+91 22 6555 5499,,,"Chinese, Asian, Thai",4.5,10,4,5,1,0,0
Goa Bhavan,"Samarth Ramdas Marg, Mumbai 400049 India",,,,"Indian, Seafood",4,15,2,9,3,1,0
Goa Portugesa,"SVP Nagar, Lokhandwala Road Four Bungalows, Andheri, Mumbai 400053 India",+91 22 2631 3222,,,Indian,4,20,5,11,3,0,0
Goa Portuguesa,"Mili Building, T. H. Kataria Road, Near Hinduja Hospital, Mumbai 400016 India",+91 22 2444 0202,,,"European, Portuguese",5,6,6,0,0,0,0
Goa Portuguesa Restobar,"7 - 11 Mili Building Ground Floor Th Kataria Road Near Hinduja Hospital, Opposite Head Post Mahim, Matunga West, Mumbai 400016 India",+91 22 2444 0707,,,,4,278,112,113,34,10,4
Goila Butter Chicken,"JP Road 26, Sai Kanwal Complex, Near DN Nagar Metro Station, Indira Nagar, Andheri West, Mumbai 400053 India",,,,Indian,4,17,7,7,2,0,1
Gokhle Uphar Griha,"Between Gokhale Road and Baji Prabhu Deshpande Road Krishna Nivas, Near Bedekar High School, Below Gokhale Mangal Bhavan Hall, Naupada, Thane West, Mumbai 400601 India",+91 22 6522 9666,,,Fast food,4,12,4,7,0,1,0
Gokul,"10, Tullock Road, MB Marg, Apollo Bunder Nawaz Building, Near The Tattoo Shop, Colaba, Mumbai 400001 India",+91 22 2284 8248,,,"Indian, Asian, Bar",4,142,38,55,28,8,2
Gokul Pure Veg,"Darshan Studio Mamlatdar Wadi Road, Mumbai 400064 India",+91 22 2881 0169,,,,4.5,5,3,2,0,0,0
Gokul Refreshment,"Hill Road Almnestend Hill Road Near Bandra Police Station, Bandra West, Mumbai 400050 India",+91 22 2642 1744,,,,4,8,2,5,1,0,0
Gokul Veg Restaurant,"Veera Desai Road Next to Jain Temple, Andheri West, Mumbai 400053 India",+91 22 2673 1946,,,"Chinese, Cafe",4,7,1,5,1,0,0
Gokul Veg Restaurant,"Mangesh Apartment Francis School Ground Floor Sardar Vallabhai Patel Road, Opposite St Borivali West, Mumbai 400092 India",+91 22 2893 4444,,,,4,10,1,6,3,0,0
Gokuldham Pure Veg,"Ground Floor Sardar Vallabhbhai Patel Marg, Mumbai 400004 India",+91 22 2382 1298,,,Indian,3.5,20,5,5,9,1,0
Gold Coins,"6, Arun Chambers, Near AC Market, Tardeo, Mumbai 400007 India",+91 22 2351 4225,,,"Indian, Asian",4.5,23,8,13,2,0,0
Gold Rush,"Ranade Road Ranade Road Opposite Sushrusha Hospital, Dadar West, Mumbai 400028 India",+91 22 2446 6682,,,"Chinese, Cafe",4,9,4,2,2,1,0
Gold Rushs,"Near Sushrusha Hospital Near Sushrusha Hospital Rande Road, Dadar West, Near Sushrusha Hospital, Mumbai 400028 India",+91 22 2446 0656,,,,4,6,2,3,1,0,0
Golden Chariot,"2nd Floor Western Express Highway, Mumbai 400063 India",+91 22 6798 8790,,,Indian,4,31,4,20,5,1,1
Golden Chariot,"Vasai East Babhai Gaothan Road Evershine City Gate, Mumbai 400092 India",+91 250 246 3070,,,,4,13,3,6,4,0,0
Golden Chariot,"Phoenix Marketcity Mall, Food Court, 2nd Floor, LBS Marg, Kurla West, Mumbai 400070 India",+91 22 6563 2999,,,"Asian, Chinese",4,13,6,4,2,0,1
Golden Dragon,"Lobby Level Apollo Bunder The Taj Mahal Palace, Mumbai, Mumbai 400001 India",+91 22 5665 3366,,,,4.5,431,235,114,32,10,11
Golden Fork Restaurant,"5 & 6 Building 24 Mhada Oshiwara Complex, Andheri West, Mumbai 400058 India",+91 22 2631 1166,,,"Chinese, Asian",4,12,3,7,2,0,0
Golden Lawn,"Krishna Baug, Ramakrishna Chemburkar Marg, Near Fine Art Gallery, Chembur East, Mumbai 400071 India",+91 22 2528 6850,,,Indian,3.5,18,2,11,4,0,1
Golden Punjab,"Ground Floor 77 Plot No, Near Mahavir Centre, Mumbai 400703 India",+91 22 2789 3572,,,"Indian, Asian",4,83,15,44,17,3,3
Golden Star Thali,"330 Charni Road, Mumbai 400004 India",+91 22 2367 1952,,,Indian,4,76,32,29,5,3,4
Golden Wave,"Road No. 2 Prabhat Colony, Santacruz, Mumbai 400055 India",+91 22 2617 9663,120,1100,"Indian, Cafe, International, Middle Eastern, Afghani",4,22,7,9,6,0,0
Golden Wheel,"JSS Road, Next to Majestic Shopping Centre, Girgaum Girgaon, Mumbai 400004 India",+91 22 3015 1220,,,Indian,4.5,15,3,9,0,0,0
Goli Vada Pav No. 1,"10, Tara Building, B-Wing, Shrishti Complex, Saki Vihar Road, Opposite L&T Gate No 7, Powai, Mumbai 400072 India",+91 22 2857 3040,,,Fast food,4,12,1,8,3,0,0
Gomantak,"301 Miranda Chawl, Kelkar Road, Dadar West Near Shivaji Mandir, Dadar West, Mumbai 400028 India",+91 22 2430 5631,,,"Indian, Seafood",4,75,29,30,9,5,2
Gondola,"4 Gondola Pali Mala Road Pali Market, Silver Croft, Bandra West, Mumbai 400050 India",26040294,,,"Chinese, Asian",4,11,4,3,4,0,0
Good Earth Restaurant,"11/12 Raghuvanshi Mills Senapati Bapat Marg, Lower Parel, Mumbai 400013 India",24953840,,,European,4.5,40,22,10,1,0,0
Good Luck Cafe,"Almnestend Hill Road Opposite Mehboob Studio, Bandra West, Mumbai 400050 India",+91 22 2642 2250,,,"Indian, Cafe, Middle Eastern, Persian",4,30,5,18,4,2,1
Goofy's,"201, Gurukrupa, Plot 465/466, New Link Road, Borivali West, Mumbai 400092 India",+91 90042 84712,,,Fast food,4,7,1,6,0,0,0
Gopal Krishna,"Andheri Kurla Road Opposite Kohinoor Hotel, Andheri East, Mumbai 400069 India",+91 22 6695 2663,,,Indian,3.5,47,5,22,14,3,3
Gopal Krishna Restaurant,"Railway Station Road Opposite Post Office, Santacruz East, Mumbai 400055 India",022 2682072,,,"Indian, Chinese, Asian",4,39,12,21,4,0,1
Gopala's Next,"5/6, Guru Nanak Udyog Bhavan, LBS Marg, Bhandup West Bhandup West, Opposite Shangrila Biscuit Factory, Near Bharat Petrol Pump, Mumbai 400068 India",+91 22 2566 3031,,,"Indian, French, Chinese, Pizza, International",4,26,6,18,0,0,2
Gopalas Veg Kitchen,"L B S Marg Opposite I.N.D Colony, Kanjurmarg West, Mumbai 400078 India",+91 22 2578 2060,,,"Indian, Asian",4,41,10,25,3,0,1
Goragandhi Juice Corner & Veg World,"Gora Gandhi Apartment, Borivali Station, SV Road, Borivali West, Mumbai 400091 India",+91 22 2894 4013,,,Indian,4,17,4,9,3,1,0
Goregaon East,"B General AK Vaidya Marg, Mumbai 400083 India",,,,Indian,4,10,3,5,2,0,0
Goregaon Social,"Film City Road, Goregaon East R-1, 3rd Floor, Oberoi Mall, Mumbai 400063 India",+91 75063 94246,,,"Bar, Pub",4,41,12,19,6,2,2
Goregaon Social,"General Arun Kumar Vaidya Marg R1, 3rd Floor, Next to PVR Cinema, Oberoi Mall,, Mumbai 400063 India",+91 75063 94246,,,"Bar, Indian, Asian, Pub",4,45,9,29,7,0,0
Gossip The Cafe Bar,"1 Gorai Link Road Opposite S K Club, Borivali West, Mumbai 400091 India",+91 22 2833 5088,,,"Pizza, Cafe",3.5,18,3,10,3,0,2
Gostana,"Off Pali Mala Road Safa House, Pali Hill, Bandra West, Mumbai 400050 India",64533359,,,Cafe,3.5,26,6,10,7,2,1
Govinda Juhu,"Iskcon Hare Krishhna Land Juhu Church, Juhu, Mumbai 400049 India",+91 22 2620 6860,,,"Indian, Asian",4.5,51,27,20,3,1,0
Govinda's,"KM Munshi Rd Near Bhartiya Vidya Bhavan, Babulnath, Chowpatty, Malabar Hill, Mumbai 400007 India",+91 22 2366 5567,,,"Italian, Chinese, Pizza, Indian",4,106,42,44,13,2,1
Goyaa,"Unit No 2 E - 7456/28 Jak Compound DK Cross Road, Byculla East , Mazgaon, Mumbai 400027 India",+91 92222 64287,74184,185460,"Bar, Asian, Pub, Fusion",4.5,10,4,3,2,0,0
Grand Central,"Central Avenue Road Near Chembur Railway Station, Chembur East, Mumbai 400071 India",+91 22 2528 3911,,,"Indian, Asian",4,93,25,54,9,2,3
Grand Maratha,"Shantidwar Building Veer Savarkar Road Shantivan Road Opposite MS Wine, Borivali East, Mumbai 400066 India",+91 22 2896 6789,,,"Indian, Asian",4.5,15,9,4,0,2,0
Grandmama's,"Kamala Mills Compound Lower Parel, Mumbai 400013 India",+91 74000 92993,,,Cafe,4,55,13,31,7,0,4
Grandmama's Cafe,"Ground floor, Courtyard R-City, Mumbai 400086 India",+91 74000 93744,,,Cafe,4.5,14,8,3,3,0,0
Grandmama's Cafe,"Sion Trombay Road Diamond Garden, Sunny Estate, Mumbai 400075 India",+91 22 4344 9966,,,"Indian, Fast food, Asian, Greek, Eastern European, Cafe",4,40,11,19,8,0,2
Grandmama's Cafe,"Doctor Ba Road, Mumbai 400014 India",+91 74000 93314,,,Cafe,4,41,16,14,6,3,1
Grandmama's Cafe,"Shop 5, Near Swaminarayan Mandir, Pritam Estate, Dadar East, Mumbai 400014 India",+91 22 4344 9966,,,"Italian, Cafe, European",4,215,59,106,33,10,6
Grandmama's Cafe,"Pritam Estate, Dadar East, Mumbai 400014 India",+91 22 3312 6045,,,"Italian, Indian, Pizza, Cafe, Fast food",4,25,7,14,4,0,0
Grandmama's Cafe,"Kemp's Corner Ground Floor, Habib Mansion, August Kranti maidan, Mumbai 400007 India",+91 22 3015 1056,,,,4,61,21,25,10,3,1
