Hotel_Name,Hotel_Rating,City,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Image
Hotel Om Inn,4.9,gandhinagar,0,0,0,0,0,0,0,0,0,2240,
Perfect Room in Perfect Bungalow,3.6,gandhinagar,Sleeps 16,4 bedrooms,Air conditioning,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No crib,No elevator,3710,
Rooms in a Fully Furnished Bungalow,4.1,gandhinagar,Villa,Sleeps 3,1 bedroom,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,5600,
FabHotel Prime Blue Moon,4.2,gandhinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3312,
Hotel Siddharth inn,3.9,gandhinagar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,2333,
Hotel TRIDEV,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Fitness center,Restaurant,Room service,Airport shuttle,3808,
"Hotel Surya, Kaiser Palace",4.2,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4214,
Varanasi Villa,4.4,varanasi,Sleeps 24,12 bedrooms,12 bathrooms,Air conditioning,Kid-friendly,Kitchen,Pet-friendly,Free Wi-Fi,No fitness center,2778,
Hotel Four Element,4.4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566,
goSTOPS Varanasi,4.2,varanasi,2-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Restaurant,Airport shuttle,Full-service laundry,978,
Radisson Hotel Varanasi,4.2,varanasi,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7824,
Pearl Courtyard,4.3,varanasi,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,6957,
Hotel Yash Residency Near Assi Ghat & BHU,3.8,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Accessible,1338,
Royal Guest House,4.1,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,1009,
Hotel Satkar,4.8,varanasi,Free breakfast,Free Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,0,2528,
"Rahi Tourist Bungalow, Varanasi",3.9,varanasi,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,1082,
"Hotel Surya, Kaiser Palace",4.2,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Spa,Bar,4212,
The Pinnacle Inn Sarnath - Best 4 Star Hotel in Sarnath,4.1,varanasi,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,Room service,4627,
Hotel Costa River,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3020,
Green Villa Kashi,3.1,varanasi,Sleeps 2,1 bedroom,Air conditioning,Paid parking,Free Wi-Fi,No crib,No elevator,No fireplace,No fitness center,1313,
BlueBells Varanasi,3.3,varanasi,Sleeps 11,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,2700,
Hotel Ganges Grand - Varanasi,4.0,varanasi,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,5914,
Hotel Le Lotus Grand,4.2,varanasi,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Business center,2889,
Family Guest House,4.5,varanasi,1-star hotel,Breakfast,Free Wi-Fi,Pool,Air conditioning,Spa,Paid parking,Bar,Restaurant,725,
Leela Guest House,3.6,varanasi,3-star hotel,Free Wi-Fi,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,914,
Villa Benares,4.2,varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,Full-service laundry,2910,
Hotel Uday Palace Varanasi,4.1,varanasi,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2922,
Hotel Radiance Courtyard,4.4,varanasi,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,3941,
Hotel Four Element,4.4,varanasi,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Full-service laundry,Accessible,0,3566,
"The Fern Residency, Noida",4.1,noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,5278,
Treebo Trend Noida Grand,4.0,noida,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Business center,0,2371,
Noida Suites,3.7,noida,Sleeps 5,2 bedrooms,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2036,
Radisson Noida,4.3,noida,5-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,3584,
"The Fern Residency, Noida",4.1,noida,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,0,4677,
Regenta Central Noida,3.8,noida,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,Airport shuttle,4255,
Taj Studios Private Luxury Studio Apartment Central Noida,2.9,noida,Sleeps 2,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2081,
Hotel White Castle,3.9,noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,800,
"Fortune Sector 27, Noida - Member ITC's hotel group",4.1,noida,4-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7196,
Hyphen Business Hotels,3.8,noida,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2487,
Park Ascent,4.2,noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6215,
Mosaic Hotel Noida,4.1,noida,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6946,
The Taj Studios .Com,4.0,noida,0,0,0,0,0,0,0,0,0,2535,
Shacon Suites,4.6,noida,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,0,2785,
The G8,4.0,noida,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,4616,
Hotel Noida International,3.6,noida,3-star hotel,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1288,
Hotel The Emporio A Corporate Suites,4.9,noida,0,0,0,0,0,0,0,0,0,3347,
Hotel Malhar Haveli,4.2,noida,3-star hotel,Breakfast,Paid parking,Air conditioning,Wi-Fi,Restaurant,Kitchen,Airport shuttle,Full-service laundry,3239,
Ahuja Residency Noida,4.3,noida,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,3351,
The Amaya Inn,4.0,noida,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2427,
Treebo Trend House Inn - Hotel in Noida,3.7,noida,3-star hotel,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2378,
Hotel Tri Sea,4.1,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,2215,
Hotel Ocean Heritage,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2800,
Hotel Sea Land,4.4,kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1738,
The Gopinivas Grand,4.5,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Beach access,Restaurant,Room service,Full-service laundry,2240,
Sparsa Kanyakumari,3.8,kanyakumari,3-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,2192,
New Cape Hotel,3.9,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,1177,
Arunachala Inn,4.5,kanyakumari,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Beach access,Airport shuttle,0,0,0,2015,
Hotel Melody Park,4.0,kanyakumari,2-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1016,
Hotel Sivamurugan Kanyakumari,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1357,
Hotel Sea View,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Bar,Restaurant,Room service,4845,
Hotel Sky Ark,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Kitchen,Airport shuttle,743,
KKM Kanyakumari,4.4,kanyakumari,Free parking,Air conditioning,Breakfast,Wi-Fi,Room service,Smoke-free,0,0,0,1179,
Hotel Samudra,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019,
Hotel Sunview,3.9,kanyakumari,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,0,0,1773,
The Coral - Kanyakumari,4.4,kanyakumari,0,0,0,0,0,0,0,0,0,3495,
Hotel Sun Park,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Airport shuttle,Full-service laundry,1769,
Hotel Ocean Heritage,4.0,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,Full-service laundry,2335,
"TTDC Hotel Tamil Nadu, Kanyakumari",4.5,kanyakumari,0,0,0,0,0,0,0,0,0,2730,
Hotel Singaar International,3.5,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2350,
Hotel Tri Sea,4.1,kanyakumari,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,1756,
Rehoboth Home Stay - Deluxe Double or Twin Room,4.0,kanyakumari,House,Sleeps 2,1 bedroom,1 bathroom,1 bed,Air conditioning,Airport shuttle,Kid-friendly,Crib,1427,
Hotel Sea Land,4.4,kanyakumari,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,1792,
Hotel Samudra,3.9,kanyakumari,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Beach access,Kitchen,Airport shuttle,2019,
Zostel Srinagar,4.5,kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,2690,
"The Montreal, Srinagar- Best Hotels/4 Star Hotels/Hotel Near Dal Lake/Hotel Near Mughal Garden",4.4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,8991,
Floating Heaven Group Of House Boats,4.3,kashmir,Sleeps 4,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,5306,
Naaz Kashmir (A Luxury Houseboat),3.3,kashmir,Sleeps 8,2 bedrooms,Air conditioning,Fireplace,Cable TV,Free Wi-Fi,No crib,No elevator,No fitness center,11968,
Taj Palace Group Of House Boats,2.6,kashmir,Sleeps 5,1 bedroom,Fireplace,Cable TV,Free Wi-Fi,No air conditioning,No crib,No elevator,No fitness center,1390,
Colonels Retreat,4.8,kashmir,Sleeps 4,2 bedrooms,Air conditioning,Airport shuttle,Smoke-free,Free parking,Free Wi-Fi,No beach access,No elevator,2100,
Zostel Srinagar,4.5,kashmir,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Airport shuttle,Smoke-free,0,0,1853,
Taj Palace Group of House Boats,3.5,kashmir,Sleeps 10,Kitchen,Cable TV,No air conditioning,No airport shuttle,No beach access,No elevator,No fireplace,No fitness center,1359,
"Vivanta Dal View, Srinagar",4.5,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,28656,
The Khyber Himalayan Resort & Spa,4.6,kashmir,5-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,53089,
Jamal Resorts,4.0,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,4215,
Hotel Village Walk,4.4,kashmir,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,9010,
Hotel Lidder Spring Resorts,4.4,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,6850,
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,13794,
Hotel New Green View Srinagar (Ghulam),3.8,kashmir,0,0,0,0,0,0,0,0,0,723,
Hotel Taj Residency,3.8,kashmir,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2290,
Hotel Himalayan Resort,4.1,kashmir,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Kitchen,3920,
Taj Palace Houseboat || Kashmir Glory Travels,4.1,kashmir,Free breakfast,Free Wi-Fi,Kitchen,Full-service laundry,Kid-friendly,0,0,0,0,2097,
Royal Hillton Pahalgam,4.3,kashmir,Free breakfast,Wi-Fi,Free parking,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,24156,
"Welcomhotel By ITC Hotels, Pine N Peak, Pahalgam - Premium Resort Overlooking Lidder River And Snow Topped Mountains",4.7,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Spa,Restaurant,26296,
Hotel Heevan,4.2,kashmir,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,64900,
The LaLiT Grand Palace Srinagar,4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,25370,
"Radisson Blu Hotel, Jammu",4.3,kashmir,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,6440,
"The Orchard Retreat & Spa, Srinagar",4.3,kashmir,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,14172,
"Summit Namnang Courtyard & Spa, Gangtok",4.1,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Spa,Restaurant,Room service,Kitchen,Airport shuttle,4846,
Denzong Regency,4.5,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Bar,Restaurant,10620,
Yangsan Heritage Farm | Rooms & Guided Treks,4.9,sikkim,Sleeps 6,2 bedrooms,Fireplace,Paid parking,No air conditioning,No crib,No elevator,No fitness center,No ironing board,4662,
The Barfung Retreat,4.2,sikkim,Sleeps 10,4 bedrooms,3 bathrooms,Airport shuttle,Free parking,Free Wi-Fi,No air conditioning,No beach access,No elevator,3077,
"Karma Casa, Gangtok",4.4,sikkim,Sleeps 7,2 bedrooms,Fireplace,Cable TV,Paid parking,Free Wi-Fi,No air conditioning,No crib,No elevator,3086,
The Whistling Thrush,4.8,sikkim,Sleeps 8,3 bedrooms,Fireplace,Kitchen,Paid parking,No air conditioning,No crib,No elevator,No fitness center,3180,
Magpie Pachhu Village Resort,4.3,sikkim,4-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,4391,
"MAYFAIR Spa Resort & Casino, Gangtok",4.4,sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,9800,
Kaya Gantavya Resort & Spa | Pelling,4.6,sikkim,Free breakfast,Free Wi-Fi,Free parking,Spa,Bar,Restaurant,Room service,Full-service laundry,Kid-friendly,5643,
Great Eastern Valley Residency,4.3,sikkim,Kid-friendly,0,0,0,0,0,0,0,0,769,
"Udaan Hotels | Alpine Resort, Gangtok",4.6,sikkim,3-star hotel,Breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,3360,
"Vivanta Sikkim, Pakyong",4.4,sikkim,5-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Pet-friendly,Spa,Restaurant,Room service,12980,
Garden Retreat Hotel,4.1,sikkim,Breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,0,1050,
Central Hill Resort The Mall Road Gangtok,3.5,sikkim,3-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1340,
Superview Waterfall Homestay Rumtek,4.2,sikkim,Kid-friendly,0,0,0,0,0,0,0,0,560,
Zemu Gangtok,4.7,sikkim,Breakfast,Free Wi-Fi,Free parking,Pet-friendly,Bar,Restaurant,Room service,Airport shuttle,Full-service laundry,1098,
Divine's The Elite Zong,4.5,sikkim,Free breakfast,Free Wi-Fi,Free parking,Restaurant,Room service,Accessible,Kid-friendly,0,0,1290,
Hotel Alpha Omega,5.0,sikkim,0,0,0,0,0,0,0,0,0,930,
Hotel Sonam Delek,4.3,sikkim,2-star hotel,Free breakfast,Free Wi-Fi,Paid parking,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1248,
Sikkim Tourist Center,4.3,sikkim,Free breakfast,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,4914,
Sterling Gangtok - Orange Village,4.0,sikkim,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,9186,
SS BeachResort,4.0,varkala,3-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,2160,
Sajjoys Varkala,4.7,varkala,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Beach access,Restaurant,7018,
Clafouti Beach Resort,4.1,varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556,
Zostel Varkala,4.6,varkala,Breakfast,Free Wi-Fi,Air conditioning,Paid parking,Beach access,Restaurant,Full-service laundry,Smoke-free,0,1790,
Garden Bay Resort,4.5,varkala,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Beach access,Room service,Kitchen,Airport shuttle,1997,
"The Lost Hostels, Varkala - Helipad",4.5,varkala,Breakfast,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1113,
SANDRA Eco Beach Resort,4.7,varkala,0,0,0,0,0,0,0,0,0,2800,
Nebo hotel,4.2,varkala,Free Wi-Fi,Paid parking,Pool,Beach access,Kitchen,Full-service laundry,0,0,0,3830,
"Elixir Cliff Beach Resort and Spa,Varkala",4.5,varkala,Free breakfast,Free Wi-Fi,Free parking,Pool,Spa,Beach access,Restaurant,Room service,Kitchen,8048,
Kerala Bamboo House,4.1,varkala,2-star hotel,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Beach access,Room service,Full-service laundry,1043,
Green Bay resort,4.4,varkala,0,0,0,0,0,0,0,0,0,1792,
Sunview Beach Resort & Spa by Citrine,4.0,varkala,2-star hotel,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Beach access,Restaurant,Room service,5067,
Tropical Temple,4.8,varkala,0,0,0,0,0,0,0,0,0,1814,
Sand Castle Varkala,4.5,varkala,0,0,0,0,0,0,0,0,0,2018,
"Soul, Varkala - Black Beach",4.3,varkala,0,0,0,0,0,0,0,0,0,1120,
Paradise Inn Beach Resort,4.6,varkala,0,0,0,0,0,0,0,0,0,1442,
Rachanas Black Beach Resort,3.8,varkala,2-star hotel,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Beach access,Restaurant,1999,
Hindustan Beach Retreat,4.0,varkala,4-star hotel,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Beach access,6071,
Mango Villa - Double or Twin Room with Garden View,4.7,varkala,House,Sleeps 2,1 bedroom,1 bathroom,2 beds,Air conditioning,Airport shuttle,Balcony,Crib,2768,
THE VILLAGE,3.0,varkala,Sleeps 24,7 bedrooms,Air conditioning,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,No elevator,2576,
Clafouti Beach Resort,4.1,varkala,3-star hotel,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Beach access,Restaurant,Room service,Airport shuttle,4556,
"The Lost Hostels, Varkala - Helipad",4.5,varkala,Breakfast,Wi-Fi,Beach access,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,1304,
